Plant_Species
"Peppermint (Italy) 10b - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Italy) 11 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Japan) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Japan) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Lithuania) - Mentha piperita L. cultivar Lekartstvenaya-1, fam. Lamiaceae (Labiatae)"
"Peppermint (Mexico) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Mongolia) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Morocco) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Morocco) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (New Zealand) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Poland) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Russia) 1 - Mentha piperita L. cultivar Prilukskaya, fam. Lamiaceae (Labiatae)"
"Peppermint (Russia) 2 - Mentha piperita L. cultivar Krasnodar, fam. Lamiaceae (Labiatae)"
"Peppermint (Russia) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Russia) 4 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (South Africa) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Spain) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  1 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  2 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  3 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  7 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  8 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  9a - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  9b - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  9c - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  9d - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA)  9e - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA) 10a (headspace living plant) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA) 10b (headspace harvested plant) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (USA) 10c - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (United Kingdom) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Vietnam) 1a - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Vietnam) 1b - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Vietnam) 1c - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint (Yugoslavia) - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint 1 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)"
"Peppermint 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)"
"Peppermint 5c - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)"
Perilla acuta - Perilla acuta (Thunb.) Nakai & P. acuta Nakai forma viridis (Makino) Nakai
"Perilla frutescens (China) 1 - Perilla frutescens (L.) Brit., fam. Lamiaceae (Labiatae)"
"Perilla frutescens (China) 2a herb - Perilla frutescens (L.) Brit., fam. Lamiaceae (Labiatae)"
"Perilla frutescens (China) 2b leaf - Perilla frutescens (L.) Brit., fam. Lamiaceae (Labiatae)"
"Perilla frutescens (China) 3 crispa - Perilla frutescens Brit. var. crispa (Thunb.) Hand.-Mazz, fam. Lamiaceae"
"Perilla frutescens (China) 4 acuta - Perilla frutescens (L.) Brit. var. acuta (Thunb.) Kudo, fam. Lamiaceae"
"Perilla frutescens (Japan) 1 - Perilla frutescens Brit. (P. nankinensis Decne), fam. Lamiaceae (Labiatae)"
"Perilla frutescens (Japan) 2 - Perilla frutescens Brit. (P. nankinensis x P frutescens), fam. Lamiaceae"
"Persea podadenia leaf - Persea podadenia Blake, subgenus Eriodaphne, fam. Lauraceae"
Persicaria odorata - Persicarica odorata (Lour.) Sojak (Polygonum odoratum (Lour.) Polygonaceae
"Petiveria alliaceae (Benin) - Petiveria alliaceae L., fam. Phytolaccaceae"
"Petiveria alliaceae (Brazil) flower - Petiveria alliaceae L., fam. Phytolaccaceae"
"Peucedanum petiolare (Iran) - Peucedanum petiolare (DC) Boiss., fam. Apiaceae (Umbelliferae)"
"Peucedanum zenkeri (Cameroon) 1a - Peucedanum zenkeri Engl., fam. Apiaceae (Umbelliferae)"
"Peucedanum zenkeri (Cameroon) 1b - Peucedanum zenkeri Engl., fam. Apiaceae (Umbelliferae)"
"Phaeomeria speciosa - Phaeomeria speciosa Koord., (Etlingera elatior (Jack) R.M. Smith), Zingib."
"Phalaenopsis equestris headspace - Phalaenopsis equestris Rehb. f., fam. Orchidaceae"
"Phalaenopsis schilleriana headspace - Phalaenopsis schilleriana Rehb. f., fam. Orchidaceae"
"Phalaenopsis veichiana headspace - Phalaenopsis veitchiana, fam. Orchidaceae"
"Philodendron acutatum root - Philodendron acutatum Schott, fam. Araceae"
"Philodendron imbe root (Brazil) - Plidodendron imbe Schott, fam. Araceae"
"Phlomis fruticosa (Yugoslavia) - Phlomis fruticosa L., fam. Lamiaceae (Labiatae)"
"Phoebe 1 - Phoebe porosa Mez. (syn. Oreodaphne porosa Nees et Mart.), fam. Lauraceae"
"Phoebe 2 - Phoebe porsa Mez. (syn. Oreodaphne prosa Nees & Mart.), fam. Lauraceae"
"Phyllosma capensis - Phyllosma capensis Bolus, fam. Diosmeae"
"Picea abies (Estonia) fir needle - Picea abies (L.) Karst (P. excelsa Link), fam. Pinaceae"
"Picea abies conifer 1 - Picea abies (L.) Karst (P. excelsa Link), fam. Pinaceae"
"Picea abies conifer 2 - Picea abies (L.) Karst (P. excelsa Link), fam. Pinaceae"
"Picea asperata conifer - Picea asperata Mast., fam. Pinaceae"
"Picea engelmanni conifer - Picea engelmanni (Parry) Engelm., fam. Pinaceae"
"Picea engelmanni needle - Picea engelmanni (Parry) Engelm., fam. Pinaceae"
"Picea engelmanni twig - Picea engelmanni (Parry) Engelm., fam. Pinaceae"
"Picea engelmanni twigs with needles - Picea engelmanni (Parry) Engelm., fam. Pinaceae"
"Pichana (Broom) (Argentina) - Baccharis spartioides (Hook. et Arn.) Remy, fam. Asteraceae (Compositae)"
"Pimenta jamaicensis 1 - Pimenta jamaicensis (Britton & Harris) Proctor, fam. Myrtaceae"
"Pimenta jamaicensis 2 - Pimenta jamaicensis (Britton & Harris) Proctor, fam. Myrtaceae"
"Pimento (Allspice) (Cuba) 1 (berry) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Cuba) 2 (leaf) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Grenada) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Guatamala) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Honduras) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Jamaica) 1 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Jamaica) 2 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Jamaica) 3 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Mexico) 1 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Mexico) 2a - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Mexico) 2b - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) (Mexico) 2c - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) 1 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) 2 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimento (Allspice) 3 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae"
"Pimpinella diversifolia root - Pimpinella diversifolia DC., fam. Apiaceae (Umbelliferae)"
"Pimpinella major root - Pimpinella major (L.) Hudson, fam. Apiaceae (Umbelliferae)"
"Pimpinella peregrina root - Pimpinella peregrina L., fam. Apiaceae (Umbelliferae)"
"Pimpinella saxifraga root - Pimpinella saxifraga L., fam. Apiaceae (Umbelliferae)"
"Pimpinella saxifraga ssp. nigra, root - Pimpinella saxifraga (L.) ssp. nigra Mill., fam. Apiaceae (Umbelliferae)"
"Pineapple pulp - Ananas comosus (L.) Merr., fam. Bromeliaceae"
"Pinus brutia (Greece) - Pinus brutia Tenore, fam. Pinaceae"
"Pinus canariensis (Greece) - Pinus canariensis Sweet ex Sprengel, fam. Pinaceae"
"Pinus canariensis (Morocco) needle - Pinus canariensis Sweet ex Sprengel, fam. Pinaceae"
"Pinus canariensis (Spain-Tenerife) - Pinus canariensis Sweet ex Sprengel, fam. Pinaceae"
"Pinus caribaea, var. hondurensis (Malaysia) - Pinus caribaea Morelet var. hondurensis Barrett et Golfari, fam. Pinaceae"
"Pinus cembra - Pinus cembra L. ssp. cembra (Swiss Stone Pine), fam. Pinaceae"
"Pinus halepensis (Greece) - Pinus halepensis Miller, fam. Pinaceae"
"Pinus halepensis (Morocco) needle - Pinus halepensis Miller, fam. Pinaceae"
"Pinus insularis (Malaysia) - Pinus insularis Endl., fam. Pinaceae"
"Pinus kesiya (China) 1 - Pinus kesiya Royle ex Gord. var. langbianensis Gaussen, fam. Pinaceae"
"Pinus kesiya (China) 2 - Pinus kesiya Royle ex Gord. var.langbiansis (A.Chev.) Gaussen,fam.Pinaceae"
"Pinus koraiensis (China) - Pinus koraiensis Sieb. et Zucc., fam. Pinaceae"
"Pinus merkusii (Malaysia) - Pinus merkusii Jungh, fam. Pinaceae"
"Pinus mugo (Dwarf pine) 1 - Pinus mugo Turra ssp. pumilio (Haenke) Zenari (P.montana Miller), Pinaceae"
"Pinus mugo (Dwarf pine) 2 - Pinus mugo Turra ssp. pumilio (P. montana Miller), fam. Pinaceae"
"Pinus mugo (Dwarf pine) 3 (Greece) - Pinus mugo Turra, fam. Pinaceae"
"Pinus nigra - Pinus nigra Arnold (Austrian Pine), fam. Pinaceae"
"Pinus nigra ssp. laricio (Corsica) 1a - Pinus nigra ssp. laricio (Poir.) Maire, fam. Pinaceae"
"Pinus nigra ssp. laricio (Corsica) 1b - Pinus nigra ssp. laricio (Poir.) Maire, fam. Pinaceae"
"Pinus oocarpa (Venezuela) - Pinus oocarpa Schiede, fam. Pineaceae"
"Pinus pinaster (France) - Pinus pinaster Ait., fam. Pinaceae"
"Pinus pinaster (Greece) needle - Pinus pinaster Ait., fam. Pinaceae"
"Pinus pinaster (Morocco) needle - Pinus pinaster Ait., fam. Pinaceae"
"Pinus pinaster (Portugal) 1 - Pinus pinaster Ait., fam. Pinaceae"
"Pinus pinaster (Portugal) 2 needle - Pinus pinaster Ait., fam. Pinaceae"
"Pinus pinaster - Pinus pinaster Ait. (P. maritima Lam.) (Cluster Pine), fam. Pinaceae"
"Pinus pinea (Morocco) needle - Pinus pinea L., fam. Pinaceae"
"Pinus pumila 1 - Pinus pumila (Pall.) Regel, fam. Pinaceae"
"Pinus pumila 2 - Pinus pumila (Pall.) Regel, fam. Pinaceae"
"Pinus sibirica (Mongolia) 1a - Pinus sibirica (Rupr.) Mayr (Siberian pine), fam. Pinaceae"
"Pinus sibirica (Mongolia) 1b - Pinus sibirica (Rupr.) Mayr (Siberian pine), fam. Pinaceae"
"Pinus strobus 1 - Pinus strobus L. (White Pine), fam. Pinaceae"
"Pinus strobus 2 - Pinus strobus L. (North American Eastern White Pine), fam. Pinaceae"
"Pinus sylvestris (Estonia) - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris (Greece) - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris (Lithuania) - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris (Siberia) - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris (Yugoslavia) - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 1 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 2 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 3 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 4 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 5 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 6 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 7 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus sylvestris 8 - Pinus sylvestris L. (Scotch pine), fam. Pinaceae"
"Pinus yunnanensis (China) - Pinus yunnanensis Franch, fam. Pinaceae"
"Piper auritum (Cuba) - Piper auritum H.B.K., fam. Piperaceae"
"Piper capense (Cameroon) 1a - Piper capense L., fam. Piperaceae"
"Piper capense (Cameroon) 1b - Piper capense L., fam. Piperaceae"
"Piper guineense (Cameroon) 1a - Piper guineense Schum. et Thom., fam. Piperaceae"
"Piper guineense (Cameroon) 1b - Piper guineense Schum. et Thom., fam. Piperaceae"
"Piper hancei (China) - Piper hancei Maxim, fam. Piperaceae"
"Piper mikanianum (Brazil) - Piper mikanianum (Kunth) Steudel, fasm. Piperaceae"
"Piper plurinervosum - Piper plurinervosum Yuncker, fam. Piperaceae"
"Pistacia chinensis (Egypt) leaf - Pistacia chinensis Bunge, fam. Anacardiaceae"
"Pistacia khinjuk (Egypt) leaf - Pistacia khinjuk Stocks, fam. Anacardiaceae"
"Pistacia lentiscus (Egypt) leaf - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Israel) 1a fruit - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Israel) 1b leaf - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Italy) 1a CO2-extract - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Italy) 1b CO2-extract - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Italy) 2a CO2 extract berry - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Italy) 2b hydrodist. berry - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Italy) 3a CO2 extract leaf - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Italy) 3b hydrodist. leaf - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Spain) 1a leaf - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Spain) 1b unripe fruit - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Spain) 1c ripe fruit - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus (Spain) 2 whole plant - Pistacia lentiscus L., fam. Anarcadiaceae"
"Pistacia lentiscus (Spain) 3 whole plant - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia lentiscus fruit - Pistacia lentiscus L., fam. Anacardiaceae"
"Pistacia vera fruit hull (Turkey) - Pistacia vera L., fam. Anacardiaceae"
"Pittosporum tobira flower (China) - Pittosporum tobira Ait., fam. Pittosporaceae"
"Pittosporum tobira flower headspace - Pittosporum tobira Ait., fam. Pittosporaceae"
"Plectranthus barbatus (Brazil) 1 - Plectranthus barbatus Andr. (Coleus barbatus), fam. Lamiaceae (Labiatae)"
"Plectranthus barbatus (Brazil) 2a leaf - Plectranthus barbatus Andr. (Coleus barbatus), fam. Lamiaceae (Labiatae)"
"Plectranthus barbatus (Brazil) 2b stem - Plectranthus barbatus Andr. (Coleus barbatus), fam. Lamiaceae (Labiatae)"
"Plectranthus barbatus (Brazil) 2c root - Plectranthus barbatus Andr. (Coleus barbatus), fam. Lamiaceae (Labiatae)"
"Plectranthus glandulosus (Cameroon) 1 - Plectranthus glandulosus Hook f., fam. Lamiaceae (Labiatae)"
"Plectranthus glandulosus (Cameroon) 2 - Plectranthus glandulosus Hook f., fam. Lamiaceae (Labiatae)"
"Plectranthus tenuiflorus (Saudi Arabia) - Plectranthus tenuiflorus (Vatke) Agnew, fam. Lamiaceae (Labiatae)"
"Plinia rubrinervis (Cuba) - Plinia rubrinervis Urb., fam. Myrtaceae"
"Plumeria rubra flower headspace (China) - Plumeria rubra L. cultivar Acutifolia, fam. Apocynaceae"
"Polygonum minus (Kesom) - Polygonum minus Huds., fam. Polygonaceae"
"Polygonum odoratum - Polygonum odoratum L., fam. Polygonaceae"
"Polylepis besseri (Bolivia) - Polylepis besseri Hieron. ssp. besseri, fam. Rosaceae"
"Populus deltoides - Populus deltoides Bartr. (P. deltoides Marsh.), fam. Salicaceae"
"Porophyllum ruderale (Brazil) 1a leaf - Porophyllum ruderale Cass, fam. Asteraceae (Compositae)"
"Porophyllum ruderale (Brazil) 1b root - Porophyllum ruderale Sass, fam. Asteraceae (Compositae)"
"Port Orford Cedarwood - Chamaecyparis lawsoniana (A. Murray) Parl., fam. Cupressaceae"
"Prangos latiloba (Iran) - Prangos latiloba Korov, fam. Apiaceae (Umbelliferae)"
"Prangos uechtritzii (Turkey) fruit - Prangos uechtritzii Boiss. et Hausskn., fam. Apiaceae (Umbelliferae)"
"Prangos uloptera (Iran) aerial parts - Prangos uloptera DC., fam. Apiaceae (Umbelliferae)"
"Premna serratifolia flower bud - Premna serratifolia L. (P.obtusifolia Br.R., P.taitensis Sch.),Verbenaceae"
"Prostanthera staurophylla - Prostanthera staurophylla F. Muell., fam. Lamiaceae (Labiatae)"
"Protium heptaphyllum 1a leaf - Protium heptaphyllum (Aubl.) March., fam. Burseraceae"
"Protium heptaphyllum 1b stem - Protium heptaphyllum (Aubl.) March., fam. Burseraceae"
"Protium heptaphyllum 2a leaf - Protium heptaphyllum (Aubl.) March., fam. Burseraceae"
"Protium heptaphyllum 2b fruit - Protium heptaphyllum (Aubl.) March., fam. Burseraceae"
"Protium heptaphyllum 2c resin - Protium heptaphyllum (Aubl.) March., fam. Burseraceae"
"Psiadia lithospermifolia - Psiadia lithospermifolia (Lam.) Cordem., fam. Asteraceae (Compositae)"
"Psiadia viscosa - Psiadia viscosa (Lam.) A.J. Scott, fam. Asteraceae (Compositae)"
"Psidium cattleianum fruit (R‚union Island) - Psidium cattleianum Sabine, fam. Myrtaceae"
"Psidium cattleianum leaf - Psidium cattleianum Sabine, fam. Myrtaceae"
"Psidium friedrichsthalianum leaf - Psidium friedrichsthalianum (Berg) Niedenzu, fam. Myrtaceae"
"Psidium guineense leaf - Psidium guineense Sw., fam. Myrtaceae"
"Psidium incanum - Psidium incanum (Berg.) Burr., fam. Myrtaceae"
"Psidium luridum - Psidium luridum (Spreng.) Burr., fam. Myrtaceae"
"Psidium myrsinoides (Brazil) - Psidium myrsinoides O. Berg, fam. Myrtaceae"
"Psidium sartorianum leaf - Psidium sartorianum (Berg) Niedenzu, fam. Myrtaceae"
"Pterodon polygalaeflorus - Pterodon polygalaeflorus Benth., fam. Leguminosae"
"Pteronia incana 1 - Pteronia incana, fam. Asteraceae (Compositae)"
"Pteronia incana 2 - Pteronia incana, fam. Asteraceae (Compositae)"
"Pteronia incana 3 - Pteronia incana, fam. Asteraceae (Compositae)"
"Pummelo (Shaddock) (India) peel - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae"
"Pummelo (Shaddock) (Vietnam) flower - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae"
"Pummelo (Shaddock) (Vietnam) peel - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae"
"Ravensara anisata (Madagascar) - Ravensara anisata Danguy, fam. Lauraceae"
"Ravensara aromatica (Finland) - Ravensara aromatica Sonn., fam. Lauraceae"
"Ravensara aromatica (Madagascar) - Ravensara aromatica Sonn., fam Lauraceae"
Rhanterium - Rhanterium epapposum Oliv.
"Rhubarb root - Rheum palmatum L., fam. Polygonaceae"
"Rhus coriaria - Rhus coriaria L., fam. Anarcadiaceae"
"Ribes sanguineum flower headspace - Ribes sanguineum L., fam. Grossulariaceae"
"Ridolfia segetum (Spain) 1a stem - Ridolfia segetum (L.) Moris, fam. Apiaceae (Umbelliferae)"
"Ridolfia segetum (Spain) 1b leaf - Ridolfia segetum (L.) Moris, fam. Apiaceae (Umbelliferae)"
"Ridolfia segetum (Spain) 1c flower - Ridolfia segetum (L.) Moris, fam. Apiaceae (Umbelliferae)"
"Ridolfia segetum (Spain) 1d fruit - Ridolfia segetum (L.) Moris, fam. Apiaceae (Umbelliferae)"
"Rocket leaf 1 - Eruca sativa L., fam. Brassicaceae"
"Rocket leaf 2 headspace - Eruca sativa L., fam. Brassicaceae"
"Rollinia mucosa fruit - Rollinia mucosa (Jacq.) Baill, fam. Annonaceae"
"Roman chamomile (Egypt) - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (England) - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Germany) 1a hydrodistillate - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Germany) 1b headspace - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (India) - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Italy) 1 - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Italy) 2 (headspace) - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Italy) 3 - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Italy) 4 - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Italy) 5 - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Italy) 6 - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile (Japan) - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Roman chamomile - Anthemis nobilis L., fam. Asteraceae (Compositae)"
"Rosa centifolia (Poland) - Rosa centifolia L., fam. Rosaceae"
"Rosa chinensis (headspace), China - Rosa chinensis Jacq., fam. Rosaceae"
"Rosa odorata (China) - Rosa odorata Sweet, fam. Rosaceae"
"Rosa rugosa (China) 1 - Rosa rugosa Thunb. (hybrids), fam. Rosaceae"
"Rosa rugosa (China) 2 - Rosa rugosa Thunb., fam. Rosaceae"
"Rosa rugosa - Rosa rugosa Thunb., var. plena Regel, fam. Rosaceae"
"Rose (Bulgaria) 1 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Bulgaria) 2 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Bulgaria) 3a - Rosa damascena Mill., fam. Rosaceae"
"Rose (Bulgaria) 3b - Rosa damascena Mill., fam. Rosaceae"
"Rose (Bulgaria) 4a - Rosa damascena Mill., fam. Rosaceae"
"Rose (Bulgaria) 4b - Rosa damascena Mill., fam. Rosaceae"
"Rose (Bulgaria) 4c - Rosa damascena Mill., fam. Rosaceae"
"Rose (China) 1a - Rosa damascena Mill., fam. Rosaceae"
"Rose (China) 1b - Rosa species (France), fam. Rosaceae"
"Rose (China) 1c - Rosa damascena Mill., fam. Rosaceae"
"Rose (China) 1d - Rosa species (Moroccan), fam. Rosaceae"
"Rose (China) 2 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Egypt) 1 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Egypt) 2 - Rosa damascena Mill., fam. Rosaceae"
"Rose (India) 1 - Rosa damascena Mill., fam. Rosaceae"
"Rose (India) 2 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Kazanlik) - Rosa damascena Mill., fam. Rosaceae"
"Rose (Morocco) - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 1 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 2 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 3 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 4 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 5 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 6 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 7 - Rosa damascena Mill., fam. Rosaceae"
"Rose (Turkey) 8 - Rosa damascena Miller, fam. Rosaceae"
"Rose 1 - Rosa damascena Mill., fam. Rosaceae"
"Rose absolute - Rosa centifolia L., fam. Rosaceae"
"Rose headspace 1 - Rosa damascena Mill., cv. Othello, fam. Rosaceae"
"Rose headspace 2 - Rosa damascena Mill., cv. rose de resht, fam. Rosaceae"
"Rosemary (Algeria) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Algeria) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Argentina) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Argentina) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Brazil) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Brazil) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Chile) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (China) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Cuba) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Egypt) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Egypt) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (France) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (France) 2 Corsica - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (France) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (France) 4 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (France) 5 Corsica - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Greek) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Hungary) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Hungary) 2a - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Hungary) 2b - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
